sample  ,gene,logFC,cell_line,E2_status
Bone.3,199720,4.061080997,MCF7,E2
Bone.3,28964,-4.550846226,MCF7,E2
Bone.3,79073,-4.544516156,MCF7,E2
Bone.3,90993,3.652037094,MCF7,E2
Bone.3,391356,3.588586524,MCF7,E2
Bone.3,23138,-3.518759566,MCF7,E2
Bone.3,8666,-4.2405421,MCF7,E2
Bone.3,84527,3.960798747,MCF7,E2
Bone.3,3915,-3.785322955,MCF7,E2
Bone.3,51280,3.359811627,MCF7,E2
Bone.3,375790,-3.622792501,MCF7,E2
Bone.3,1048,3.362749705,MCF7,E2
Bone.3,100129654,3.961847496,MCF7,E2
Bone.3,1896,3.961847496,MCF7,E2
Bone.3,387990,4.09349267,MCF7,E2
Bone.3,3872,-3.909408057,MCF7,E2
Bone.3,50999,-4.439264927,MCF7,E2
Bone.3,128710,-4.411706992,MCF7,E2
Bone.3,23015,-4.138129071,MCF7,E2
Bone.3,3397,3.680658989,MCF7,E2
Bone.3,6654,-3.588123884,MCF7,E2
Bone.3,166979,3.415050593,MCF7,E2
Bone.3,171024,-3.643718568,MCF7,E2
Bone.3,1486,3.532008133,MCF7,E2
Bone.3,4363,-3.928115738,MCF7,E2
Bone.3,51741,-3.928115738,MCF7,E2
Bone.3,11080,3.501240529,MCF7,E2
Bone.3,56919,-4.404734465,MCF7,E2
Bone.3,1054,-4.404734465,MCF7,E2
Bone.3,29128,-3.863049582,MCF7,E2
Bone.3,57462,3.369620807,MCF7,E2
Bone.3,55970,-3.897996982,MCF7,E2
Bone.3,389538,3.73555316,MCF7,E2
Bone.3,23508,3.478612508,MCF7,E2
Bone.3,1287,-3.423286849,MCF7,E2
Bone.3,23032,-3.877562718,MCF7,E2
Bone.3,493,-3.867236014,MCF7,E2
Bone.3,80022,-4.347706835,MCF7,E2
Bone.3,23413,-4.347706835,MCF7,E2
Bone.3,79892,-4.33309061,MCF7,E2
Bone.3,132014,3.835508498,MCF7,E2
Bone.3,51233,3.648025107,MCF7,E2
Bone.3,200879,3.387606189,MCF7,E2
Bone.3,55762,3.305791356,MCF7,E2
Bone.3,1302,3.684035294,MCF7,E2
Bone.3,219736,3.645188002,MCF7,E2
Bone.3,641467,4.246967968,MCF7,E2
Bone.3,3400,3.855280873,MCF7,E2
Bone.3,412,3.483278774,MCF7,E2
Bone.3,54968,3.367133182,MCF7,E2
Bone.3,7357,-3.769337902,MCF7,E2
Bone.3,100288428,3.933421145,MCF7,E2
Bone.3,64135,-3.743032,MCF7,E2
Bone.3,6778,-3.776339909,MCF7,E2
Bone.3,54780,-4.242139959,MCF7,E2
Bone.3,90390,3.415088561,MCF7,E2
Bone.3,64925,3.328704251,MCF7,E2
Bone.3,10614,-3.748478295,MCF7,E2
Bone.3,10056,-3.748478295,MCF7,E2
Bone.3,548596,3.571298918,MCF7,E2
Bone.3,83607,-3.932685273,MCF7,E2
Bone.3,55703,3.214103464,MCF7,E2
Bone.3,5184,3.326739057,MCF7,E2
Bone.3,85025,3.282403735,MCF7,E2
Bone.3,54663,-4.202483759,MCF7,E2
Bone.3,84269,3.698293682,MCF7,E2
Bone.3,221545,3.671528858,MCF7,E2
Bone.3,116496,3.592698011,MCF7,E2
Bone.3,753,-3.673099925,MCF7,E2
Bone.3,643836,-3.665116241,MCF7,E2
Bone.3,8867,3.237895985,MCF7,E2
Bone.3,5796,-3.300355515,MCF7,E2
Bone.3,7428,-3.348047993,MCF7,E2
Bone.3,8346,-3.705650258,MCF7,E2
Bone.3,10040,-3.691086976,MCF7,E2
Bone.3,219844,3.335016392,MCF7,E2
Bone.3,8969,-3.38968459,MCF7,E2
Bone.3,3315,-3.085267585,MCF7,E2
Bone.3,7164,-3.477472419,MCF7,E2
Bone.3,6451,-3.474036707,MCF7,E2
Bone.3,26519,3.270204447,MCF7,E2
Bone.3,56977,3.350193163,MCF7,E2
Bone.3,9620,-3.225877311,MCF7,E2
Bone.3,58478,-4.145067483,MCF7,E2
Bone.3,8871,-4.1282342,MCF7,E2
Bone.3,1289,-3.216570176,MCF7,E2
Bone.3,51629,-3.655523335,MCF7,E2
Bone.3,7433,3.249411022,MCF7,E2
Bone.3,6286,3.179209798,MCF7,E2
Bone.3,54777,3.753346733,MCF7,E2
Bone.3,100288413,3.499853059,MCF7,E2
Bone.3,53981,-3.345145342,MCF7,E2
Bone.3,27291,-4.111202185,MCF7,E2
Bone.3,7005,-4.093966692,MCF7,E2
Bone.3,54534,-4.093966692,MCF7,E2
Bone.3,29093,-4.076522798,MCF7,E2
Bone.3,8644,3.728208157,MCF7,E2
Bone.3,64800,3.624460221,MCF7,E2
Bone.3,54830,3.302955789,MCF7,E2
Bone.3,116447,-3.631317668,MCF7,E2
Bone.3,11031,-3.197615611,MCF7,E2
Bone.3,5160,-3.565698295,MCF7,E2
Bone.3,4703,2.996842621,MCF7,E2
Bone.3,6777,-4.058865403,MCF7,E2
Bone.3,51134,-4.040989215,MCF7,E2
Bone.3,64745,-4.040989215,MCF7,E2
Bone.3,696,4.006846787,MCF7,E2
Bone.3,11227,3.615159692,MCF7,E2
Bone.3,155368,3.615159692,MCF7,E2
Bone.3,100126533,-3.822976757,MCF7,E2
Bone.3,84619,-3.581652798,MCF7,E2
Bone.3,1537,-3.581652798,MCF7,E2
Bone.3,7706,-3.156037148,MCF7,E2
Bone.3,563,3.155671443,MCF7,E2
Bone.3,7273,-4.031967366,MCF7,E2
Bone.3,64837,-4.022888744,MCF7,E2
Bone.3,140901,-4.004558291,MCF7,E2
Bone.3,7486,-4.004558291,MCF7,E2
Bone.3,83450,3.449858303,MCF7,E2
Bone.3,101928687,-3.188886332,MCF7,E2
Bone.3,27034,3.26637783,MCF7,E2
Bone.3,57509,-3.317981096,MCF7,E2
Bone.3,1994,-3.523656721,MCF7,E2
Bone.3,26148,-3.517066405,MCF7,E2
Bone.3,23139,-3.51428947,MCF7,E2
Bone.3,5433,-3.503794766,MCF7,E2
Bone.3,1265,-3.985991937,MCF7,E2
Bone.3,728294,-3.985991937,MCF7,E2
Bone.3,51696,-3.985991937,MCF7,E2
Bone.3,26094,-3.967183529,MCF7,E2
Bone.3,91869,-3.967183529,MCF7,E2
Bone.3,10165,-3.967183529,MCF7,E2
Bone.3,5049,-3.212582469,MCF7,E2
Bone.3,222166,3.108595216,MCF7,E2
Bone.3,101927045,3.160164023,MCF7,E2
Bone.3,6558,2.864733664,MCF7,E2
Bone.3,27346,-3.490399905,MCF7,E2
Bone.3,1512,-3.47687951,MCF7,E2
Bone.3,57655,-3.47687951,MCF7,E2
Bone.3,4851,-3.47347952,MCF7,E2
Bone.3,154091,3.323789443,MCF7,E2
Bone.3,219654,3.200469096,MCF7,E2
Bone.3,103611081,3.200469096,MCF7,E2
Bone.3,4621,3.200469096,MCF7,E2
Bone.3,9592,-3.283067199,MCF7,E2
Bone.3,27333,-3.430941826,MCF7,E2
Bone.3,286410,-3.430941826,MCF7,E2
Bone.3,80209,-3.421494251,MCF7,E2
Bone.3,65003,-3.948126674,MCF7,E2
Bone.3,84272,-3.948126674,MCF7,E2
Bone.3,54453,-3.92881472,MCF7,E2
Bone.3,1038,-3.92881472,MCF7,E2
Bone.3,115572,3.464388696,MCF7,E2
Bone.3,339929,3.367603624,MCF7,E2
Bone.3,726,3.276905305,MCF7,E2
Bone.3,2686,3.276905305,MCF7,E2
Bone.3,50650,3.276905305,MCF7,E2
Bone.3,100133319,3.344912741,MCF7,E2
Bone.3,1238,3.344912741,MCF7,E2
Bone.3,55071,3.344912741,MCF7,E2
Bone.3,102724730,3.196139723,MCF7,E2
Bone.3,440348,3.157092372,MCF7,E2
Bone.3,10150,-3.449452555,MCF7,E2
Bone.3,84985,2.956438923,MCF7,E2
Bone.3,116238,3.069088037,MCF7,E2
Bone.3,219681,3.869919468,MCF7,E2
Bone.3,101929529,3.869919468,MCF7,E2
Bone.3,102723566,3.660823822,MCF7,E2
Bone.3,22977,3.596116111,MCF7,E2
Bone.3,9798,-3.16554249,MCF7,E2
Bone.3,101929467,3.547546609,MCF7,E2
Bone.3,64327,-2.914712646,MCF7,E2
Bone.3,5921,-3.239214335,MCF7,E2
Bone.3,121274,-3.909240743,MCF7,E2
Bone.3,7991,-3.909240743,MCF7,E2
Bone.3,23397,-3.899353256,MCF7,E2
Bone.3,10102,-3.889397537,MCF7,E2
Bone.3,9415,3.14852404,MCF7,E2
Bone.3,23558,-3.435541037,MCF7,E2
Bone.3,65010,3.262503989,MCF7,E2
Bone.3,27112,3.262503989,MCF7,E2
Bone.3,84441,3.139183642,MCF7,E2
Bone.3,728215,3.139183642,MCF7,E2
Bone.3,23277,-3.214720589,MCF7,E2
Bone.3,54606,-3.407308981,MCF7,E2
Bone.3,57541,-3.407308981,MCF7,E2
Bone.3,387254,-3.397726343,MCF7,E2
Bone.3,80222,-3.385766363,MCF7,E2
Bone.3,100131067,2.935544489,MCF7,E2
Bone.3,63874,3.016758598,MCF7,E2
Bone.3,11101,-3.869277592,MCF7,E2
Bone.3,182,-3.859111409,MCF7,E2
Bone.3,25777,-3.859111409,MCF7,E2
Bone.3,29880,-3.848873079,MCF7,E2
Bone.3,1176,-3.838561571,MCF7,E2
Bone.3,116039,-3.838561571,MCF7,E2
Bone.3,148254,3.377159236,MCF7,E2
Bone.3,9670,2.868347592,MCF7,E2
Bone.3,4564,-3.344191921,MCF7,E2
Bone.3,8805,-3.028887393,MCF7,E2
Bone.3,5704,-3.1898038,MCF7,E2
Bone.3,65983,2.910116995,MCF7,E2
Bone.3,100009676,3.040345028,MCF7,E2
Bone.3,10129,2.942203931,MCF7,E2
Bone.3,254394,-3.378513408,MCF7,E2
Bone.3,84131,-3.378513408,MCF7,E2
Bone.3,4575,-3.377349543,MCF7,E2
Bone.3,64105,-3.363897182,MCF7,E2
Bone.3,677765,-3.363897182,MCF7,E2
Bone.3,105377650,3.083922441,MCF7,E2
Bone.3,54788,-3.828175833,MCF7,E2
Bone.3,51320,-3.828175833,MCF7,E2
Bone.3,440145,-3.796562345,MCF7,E2
Bone.3,643911,-3.785868677,MCF7,E2
Bone.3,8335,-3.785868677,MCF7,E2
Bone.3,23301,-3.303017013,MCF7,E2
Bone.3,8669,-3.297862901,MCF7,E2
Bone.3,256006,2.897115558,MCF7,E2
Bone.3,51637,-3.059260769,MCF7,E2
Bone.3,22852,-3.048188945,MCF7,E2
Bone.3,57568,-3.349131361,MCF7,E2
Bone.3,8315,-3.349131361,MCF7,E2
Bone.3,64282,-3.349131361,MCF7,E2
Bone.3,92906,-3.349131361,MCF7,E2
Bone.3,10848,-3.319138454,MCF7,E2
Bone.3,51377,-3.197344835,MCF7,E2
Bone.3,3419,-3.282289155,MCF7,E2
Bone.3,101929796,-3.319389715,MCF7,E2
Bone.3,2296,2.86229061,MCF7,E2
Bone.3,1917,-2.780868179,MCF7,E2
Bone.3,100170229,2.87477462,MCF7,E2
Bone.3,126006,3.718620312,MCF7,E2
Bone.3,148189,3.718620312,MCF7,E2
Bone.3,338321,3.718620312,MCF7,E2
Bone.3,10370,-3.303904887,MCF7,E2
Bone.3,101927770,-3.296227355,MCF7,E2
Bone.3,151050,-3.288508748,MCF7,E2
Bone.3,27148,-3.764240568,MCF7,E2
Bone.3,63935,-3.764240568,MCF7,E2
Bone.3,105371409,-3.742283281,MCF7,E2
Bone.3,7593,-3.742283281,MCF7,E2
Bone.3,105375092,3.38806222,MCF7,E2
Bone.3,6450,3.284314284,MCF7,E2
Bone.3,7851,3.187529211,MCF7,E2
Bone.3,51720,-3.250628054,MCF7,E2
Bone.3,26099,-2.938368469,MCF7,E2
Bone.3,57167,2.766481447,MCF7,E2
Bone.3,51072,-3.467469315,MCF7,E2
Bone.3,8292,3.044489416,MCF7,E2
Bone.3,10629,2.791625437,MCF7,E2
Bone.3,23122,-2.983791123,MCF7,E2
Bone.3,4488,2.699904111,MCF7,E2
Bone.3,2549,-3.272946531,MCF7,E2
Bone.3,25845,3.096830836,MCF7,E2
Bone.3,440107,3.432475963,MCF7,E2
Bone.3,100506124,3.432475963,MCF7,E2
Bone.3,55,3.17898229,MCF7,E2
Bone.3,55578,-2.908024049,MCF7,E2
Bone.3,54532,-3.067472618,MCF7,E2
Bone.3,1836,2.817043389,MCF7,E2
Bone.3,5889,-2.854297508,MCF7,E2
Bone.3,55616,2.906801663,MCF7,E2
Bone.3,51100,-3.708707754,MCF7,E2
Bone.3,5427,-3.708707754,MCF7,E2
Bone.3,90550,-3.697339993,MCF7,E2
Bone.3,5715,-3.697339993,MCF7,E2
Bone.3,3029,-3.697339993,MCF7,E2
Bone.3,4477,-3.207302535,MCF7,E2
Bone.3,81631,-3.201794204,MCF7,E2
Bone.3,23463,-3.196264761,MCF7,E2
Bone.3,23187,-3.196264761,MCF7,E2
Bone.3,8405,-3.196264761,MCF7,E2
Bone.3,339175,-3.190714043,MCF7,E2
Bone.3,29988,2.78191875,MCF7,E2
Bone.3,6666,-3.225226586,MCF7,E2
Bone.3,51550,2.878835206,MCF7,E2
Bone.3,10979,-3.173932591,MCF7,E2
Bone.3,51195,-3.173932591,MCF7,E2
Bone.3,2870,-3.173932591,MCF7,E2
Bone.3,642236,3.487085929,MCF7,E2
Bone.3,5097,2.666034219,MCF7,E2
Bone.3,55222,2.772217066,MCF7,E2
Bone.3,79050,2.772217066,MCF7,E2
Bone.3,114926,2.772217066,MCF7,E2
Bone.3,2475,-3.025841753,MCF7,E2
Bone.3,6672,-2.912318968,MCF7,E2
Bone.3,80169,-3.685881949,MCF7,E2
Bone.3,100189045,-3.674332174,MCF7,E2
Bone.3,122704,-3.674332174,MCF7,E2
Bone.3,81855,-3.650951475,MCF7,E2
Bone.3,55620,-3.650951475,MCF7,E2
Bone.3,8541,-3.650951475,MCF7,E2
Bone.3,51054,3.185080782,MCF7,E2
Bone.3,5778,2.997597391,MCF7,E2
Bone.3,4081,2.997597391,MCF7,E2
Bone.3,64421,-3.151249288,MCF7,E2
Bone.3,55055,-3.37400496,MCF7,E2
Bone.3,23609,-3.091621934,MCF7,E2
Bone.3,466,-3.20896261,MCF7,E2
Bone.3,28974,-3.20896261,MCF7,E2
Bone.3,54867,-3.20896261,MCF7,E2
Bone.3,10785,-3.20896261,MCF7,E2
Bone.3,26355,-3.20896261,MCF7,E2
Bone.3,23286,-3.20896261,MCF7,E2
Bone.3,4088,-2.706362941,MCF7,E2
Bone.3,8518,-2.834635177,MCF7,E2
Bone.3,27000,-2.781591503,MCF7,E2
Bone.3,114991,-2.982973789,MCF7,E2
Bone.3,89953,2.732264564,MCF7,E2
Bone.3,255762,2.701510025,MCF7,E2
Bone.3,23078,-3.139772477,MCF7,E2
Bone.3,113026,-3.133999652,MCF7,E2
Bone.3,5464,-3.128203634,MCF7,E2
Bone.3,4706,-3.116541271,MCF7,E2
Bone.3,6633,-3.116541271,MCF7,E2
Bone.3,64764,2.590406993,MCF7,E2
Bone.3,79993,-2.981618443,MCF7,E2
Bone.3,64151,-2.975175291,MCF7,E2
Bone.3,51806,2.71327813,MCF7,E2
Bone.3,120,2.758125885,MCF7,E2
Bone.3,55033,2.758125885,MCF7,E2
Bone.3,8228,2.758125885,MCF7,E2
Bone.3,84445,-3.175874055,MCF7,E2
Bone.3,26996,-3.175874055,MCF7,E2
Bone.3,80142,-3.175874055,MCF7,E2
Bone.3,57111,-3.159040772,MCF7,E2
Bone.3,255104,2.987450917,MCF7,E2
Bone.3,128178,2.987450917,MCF7,E2
Bone.3,9786,-2.965952751,MCF7,E2
Bone.3,339230,2.619039741,MCF7,E2
Bone.3,6542,-2.554792407,MCF7,E2
Bone.3,51337,2.578850646,MCF7,E2
Bone.3,80135,-3.627185612,MCF7,E2
Bone.3,56967,-3.627185612,MCF7,E2
Bone.3,56006,-3.627185612,MCF7,E2
Bone.3,526,-3.627185612,MCF7,E2
Bone.3,833,-3.615154237,MCF7,E2
Bone.3,55270,-3.615154237,MCF7,E2
Bone.3,51363,-3.603021682,MCF7,E2
Bone.3,84274,-3.603021682,MCF7,E2
Bone.3,84293,-3.09292985,MCF7,E2
Bone.3,121441,-3.09292985,MCF7,E2
Bone.3,63920,2.793271831,MCF7,E2
Bone.3,85359,2.716128246,MCF7,E2
Bone.3,8399,3.401904834,MCF7,E2
Bone.3,11137,-2.942520701,MCF7,E2
Bone.3,374,-2.642947938,MCF7,E2
Bone.3,10023,3.54957475,MCF7,E2
Bone.3,101927911,3.54957475,MCF7,E2
Bone.3,400541,3.157887655,MCF7,E2
Bone.3,1748,3.157887655,MCF7,E2
Bone.3,7025,3.157887655,MCF7,E2
Bone.3,154865,3.157887655,MCF7,E2
Bone.3,10053,-2.798330988,MCF7,E2
Bone.3,8125,-2.67527838,MCF7,E2
Bone.3,1643,-3.142008757,MCF7,E2
Bone.3,147841,-3.08097763,MCF7,E2
Bone.3,2997,-3.08097763,MCF7,E2
Bone.3,11012,2.544853788,MCF7,E2
Bone.3,10127,-2.909109841,MCF7,E2
Bone.3,138429,2.705143781,MCF7,E2
Bone.3,6097,3.023778294,MCF7,E2
Bone.3,4043,-2.768615183,MCF7,E2
Bone.3,79832,-2.594028974,MCF7,E2
Bone.3,440519,2.894598023,MCF7,E2
Bone.3,220042,2.594690131,MCF7,E2
Bone.3,246175,-2.775963041,MCF7,E2
Bone.3,8604,2.592637308,MCF7,E2
Bone.3,9886,2.586446837,MCF7,E2
Bone.3,157570,2.556825246,MCF7,E2
Bone.3,60673,-3.578446122,MCF7,E2
Bone.3,79170,-3.578446122,MCF7,E2
Bone.3,50509,-3.578446122,MCF7,E2
Bone.3,134492,-3.578446122,MCF7,E2
Bone.3,54468,-3.578446122,MCF7,E2
Bone.3,23341,-3.553444664,MCF7,E2
Bone.3,2009,-3.553444664,MCF7,E2
Bone.3,5292,-3.553444664,MCF7,E2
Bone.3,54328,3.07851416,MCF7,E2
Bone.3,171425,2.981729087,MCF7,E2
Bone.3,4674,2.891030768,MCF7,E2
Bone.3,6814,-2.898352018,MCF7,E2
Bone.3,91151,2.673615475,MCF7,E2
Bone.3,11244,-2.806784554,MCF7,E2
Bone.3,51533,2.786313724,MCF7,E2
Bone.3,92689,2.583259986,MCF7,E2
Bone.3,100499177,-2.881812626,MCF7,E2
Bone.3,23331,2.545271464,MCF7,E2
Bone.3,3164,2.617719094,MCF7,E2
Bone.3,8930,-2.802398283,MCF7,E2
Bone.3,23143,-2.88288955,MCF7,E2
Bone.3,5900,-3.032153233,MCF7,E2
Bone.3,1795,2.633804522,MCF7,E2
Bone.3,6832,2.561579299,MCF7,E2
Bone.3,56255,-2.707281825,MCF7,E2
Bone.3,92335,-2.86796786,MCF7,E2
Bone.3,3839,-2.839873254,MCF7,E2
Bone.3,23670,-2.766819593,MCF7,E2
Bone.3,5447,-3.062773938,MCF7,E2
Bone.3,347862,-3.053695316,MCF7,E2
Bone.3,10560,-3.035364863,MCF7,E2
Bone.3,2026,-3.035364863,MCF7,E2
Bone.3,94005,-3.035364863,MCF7,E2
Bone.3,390,-2.872488396,MCF7,E2
Bone.3,84844,-3.528002287,MCF7,E2
Bone.3,7743,-3.528002287,MCF7,E2
Bone.3,10938,-3.502103158,MCF7,E2
Bone.3,6050,-3.488977129,MCF7,E2
Bone.3,102723859,2.7947619,MCF7,E2
Bone.3,133383,2.68242879,MCF7,E2
Bone.3,55666,-2.691532229,MCF7,E2
Bone.3,1407,2.582133953,MCF7,E2
Bone.3,414235,2.536627738,MCF7,E2
Bone.3,79668,2.536627738,MCF7,E2
Bone.3,221143,2.824359916,MCF7,E2
Bone.3,706,2.824359916,MCF7,E2
Bone.3,126068,2.719052166,MCF7,E2
Bone.3,1047,2.719052166,MCF7,E2
Bone.3,405754,2.719052166,MCF7,E2
Bone.3,23363,-2.748695715,MCF7,E2
Bone.3,401546,2.594953647,MCF7,E2
Bone.3,440503,2.930933342,MCF7,E2
Bone.3,57622,2.930933342,MCF7,E2
Bone.3,136853,2.930933342,MCF7,E2
Bone.3,64359,2.880122907,MCF7,E2
Bone.3,23037,2.782160325,MCF7,E2
Bone.3,51754,2.782160325,MCF7,E2
Bone.3,3092,-2.591196747,MCF7,E2
Bone.3,284443,2.568660729,MCF7,E2
Bone.3,341359,-2.541436414,MCF7,E2
Bone.3,7187,-3.016798509,MCF7,E2
Bone.3,81577,-3.016798509,MCF7,E2
Bone.3,619567,-3.016798509,MCF7,E2
Bone.3,81533,-3.007424955,MCF7,E2
Bone.3,339500,-2.997990101,MCF7,E2
Adrenal.3,3488,-6.579480265,MCF7,E2
Adrenal.3,100169760,-5.771248361,MCF7,E2
Adrenal.3,273,6.286607631,MCF7,E2
Adrenal.3,54809,-5.699476783,MCF7,E2
Adrenal.3,1836,4.927853319,MCF7,E2
Adrenal.3,101928687,-5.01013264,MCF7,E2
Adrenal.3,56999,4.834201859,MCF7,E2
Adrenal.3,54768,5.093412445,MCF7,E2
Adrenal.3,857,-4.852501772,MCF7,E2
Adrenal.3,5175,5.061798409,MCF7,E2
Adrenal.3,5104,4.594494501,MCF7,E2
Adrenal.3,9496,4.889298852,MCF7,E2
Adrenal.3,374,-4.586118647,MCF7,E2
Adrenal.3,6898,5.126716827,MCF7,E2
Adrenal.3,10071,4.524711703,MCF7,E2
Adrenal.3,858,-4.680637254,MCF7,E2
Adrenal.3,4584,4.795253094,MCF7,E2
Adrenal.3,7035,-4.627875213,MCF7,E2
Adrenal.3,10125,-4.236892246,MCF7,E2
Adrenal.3,26085,4.689928336,MCF7,E2
Adrenal.3,1382,-4.155677819,MCF7,E2
Adrenal.3,100288805,4.393933197,MCF7,E2
Adrenal.3,8556,3.994228376,MCF7,E2
Adrenal.3,3852,-4.115744162,MCF7,E2
Adrenal.3,3429,-3.811539753,MCF7,E2
Adrenal.3,10561,-4.153188846,MCF7,E2
Adrenal.3,4680,-3.982627188,MCF7,E2
Adrenal.3,7503,-3.746227682,MCF7,E2
Adrenal.3,7477,-4.456699581,MCF7,E2
Adrenal.3,2813,4.378553373,MCF7,E2
Adrenal.3,10150,-3.924454208,MCF7,E2
Adrenal.3,3437,-3.825631473,MCF7,E2
Adrenal.3,3691,-3.590935474,MCF7,E2
Adrenal.3,54739,-3.776331122,MCF7,E2
Adrenal.3,3694,-3.85725604,MCF7,E2
Adrenal.3,169792,4.262285449,MCF7,E2
Adrenal.3,26828,-3.724917518,MCF7,E2
Adrenal.3,753,-3.737046489,MCF7,E2
Adrenal.3,202052,3.902099353,MCF7,E2
Adrenal.3,9249,-3.945743501,MCF7,E2
Adrenal.3,8515,3.936940303,MCF7,E2
Adrenal.3,11254,-3.434102041,MCF7,E2
Adrenal.3,3760,-3.730102282,MCF7,E2
Adrenal.3,270,4.106144318,MCF7,E2
Adrenal.3,9900,4.106144318,MCF7,E2
Adrenal.3,8110,3.953772301,MCF7,E2
Adrenal.3,10964,-3.541626683,MCF7,E2
Adrenal.3,10350,4.013270495,MCF7,E2
Adrenal.3,64168,-3.39056519,MCF7,E2
Adrenal.3,23213,-3.270420465,MCF7,E2
Adrenal.3,146177,3.821608242,MCF7,E2
Adrenal.3,43849,3.821608242,MCF7,E2
Adrenal.3,105373990,3.399353721,MCF7,E2
Adrenal.3,7455,3.931030023,MCF7,E2
Adrenal.3,7231,-3.967194862,MCF7,E2
Adrenal.3,4586,-3.15534699,MCF7,E2
Adrenal.3,306,-3.434209802,MCF7,E2
Adrenal.3,4940,-3.1800239,MCF7,E2
Adrenal.3,8942,-3.332491247,MCF7,E2
Adrenal.3,11122,3.551054115,MCF7,E2
Adrenal.3,144501,-3.108579592,MCF7,E2
Adrenal.3,22854,3.807399346,MCF7,E2
Adrenal.3,56896,3.807399346,MCF7,E2
Adrenal.3,6281,-3.087154867,MCF7,E2
Adrenal.3,131034,3.770039033,MCF7,E2
Adrenal.3,3914,-3.591500644,MCF7,E2
Adrenal.3,1048,-3.171598582,MCF7,E2
Adrenal.3,309,3.165332798,MCF7,E2
Adrenal.3,345557,-3.292276424,MCF7,E2
Adrenal.3,7078,-3.116384849,MCF7,E2
Adrenal.3,79935,3.105923351,MCF7,E2
Adrenal.3,2104,3.433921904,MCF7,E2
Adrenal.3,441666,3.495866976,MCF7,E2
Adrenal.3,5787,3.480985846,MCF7,E2
Adrenal.3,2568,-3.226096045,MCF7,E2
Adrenal.3,140876,3.084157932,MCF7,E2
Adrenal.3,10205,-3.087958974,MCF7,E2
Adrenal.3,51555,3.548116023,MCF7,E2
Adrenal.3,1958,-3.043372164,MCF7,E2
Adrenal.3,100169754,-3.172294548,MCF7,E2
Adrenal.3,100169755,-3.172294548,MCF7,E2
Adrenal.3,100169753,-3.097587724,MCF7,E2
Adrenal.3,120,3.073290756,MCF7,E2
Adrenal.3,100169756,-3.163160851,MCF7,E2
Adrenal.3,100169757,-3.161327152,MCF7,E2
Adrenal.3,100169758,-3.161327152,MCF7,E2
Adrenal.3,100169759,-3.146073097,MCF7,E2
Adrenal.3,114780,3.514262588,MCF7,E2
Adrenal.3,4016,-3.057931697,MCF7,E2
Adrenal.3,57795,3.057768297,MCF7,E2
Adrenal.3,1287,-2.930328016,MCF7,E2
Adrenal.3,113146,-2.93006512,MCF7,E2
Adrenal.3,1829,-2.930666335,MCF7,E2
Adrenal.3,3752,2.939244469,MCF7,E2
Adrenal.3,5376,-3.208695853,MCF7,E2
Adrenal.3,100169751,-3.035696953,MCF7,E2
Adrenal.3,100126533,-3.019249964,MCF7,E2
Adrenal.3,255101,3.567181409,MCF7,E2
Adrenal.3,57007,-3.072698087,MCF7,E2
Adrenal.3,677825,-2.866516526,MCF7,E2
Adrenal.3,9080,-3.566745591,MCF7,E2
Adrenal.3,54947,-3.566745591,MCF7,E2
Adrenal.3,2537,-2.814999646,MCF7,E2
Adrenal.3,57705,3.522947739,MCF7,E2
Adrenal.3,79628,3.522947739,MCF7,E2
Adrenal.3,822,-3.369862102,MCF7,E2
Adrenal.3,5080,3.3890987,MCF7,E2
Adrenal.3,145978,-2.851048274,MCF7,E2
Adrenal.3,2901,3.47731483,MCF7,E2
Adrenal.3,8701,2.953813109,MCF7,E2
Adrenal.3,56241,2.927401769,MCF7,E2
Adrenal.3,619571,-2.912876788,MCF7,E2
Adrenal.3,27286,2.91112164,MCF7,E2
Adrenal.3,3433,-3.098263637,MCF7,E2
Adrenal.3,3431,-2.806432045,MCF7,E2
Adrenal.3,4430,-2.775838388,MCF7,E2
Adrenal.3,6263,3.140843184,MCF7,E2
Adrenal.3,254778,3.292542918,MCF7,E2
Adrenal.3,5799,3.201590594,MCF7,E2
Adrenal.3,146754,3.184361246,MCF7,E2
Adrenal.3,84875,-2.88909502,MCF7,E2
Adrenal.3,23414,3.381476339,MCF7,E2
Adrenal.3,257169,3.192367733,MCF7,E2
Adrenal.3,4939,-2.707185108,MCF7,E2
Adrenal.3,692058,-2.778014137,MCF7,E2
Adrenal.3,57096,3.047935779,MCF7,E2
Adrenal.3,84553,3.166923647,MCF7,E2
Adrenal.3,221393,-3.404059756,MCF7,E2
Adrenal.3,112399,-2.899511953,MCF7,E2
Adrenal.3,26791,-2.653719603,MCF7,E2
Adrenal.3,26788,-2.64906711,MCF7,E2
Adrenal.3,9542,3.331058823,MCF7,E2
Adrenal.3,387104,3.331058823,MCF7,E2
Adrenal.3,26822,-3.200596422,MCF7,E2
Adrenal.3,340156,3.142816137,MCF7,E2
Adrenal.3,201853,3.27465557,MCF7,E2
Adrenal.3,57731,3.210357682,MCF7,E2
Adrenal.3,3772,3.210357682,MCF7,E2
Adrenal.3,6662,-2.810100518,MCF7,E2
Adrenal.3,51103,3.131403125,MCF7,E2
Adrenal.3,6097,2.809706767,MCF7,E2
Adrenal.3,7052,-2.85625319,MCF7,E2
Adrenal.3,5166,2.755690602,MCF7,E2
Adrenal.3,100873995,3.278815375,MCF7,E2
